,Dataset,row,col,T2,T3,F1,N3,C1_clf,E3,E5,Model,Precision,Recall,Fbeta,Accuracy,complexity,Duration
79,analcatdata_bankruptcy,50,6,0.12,0.1,0.6407465377437683,0.12,1.0,0.2754887502163468,0.440148459228928,gosdt,0.8657051282051282,0.858974358974359,0.8588311688311687,0.86,3.0,1.1594125476537966
80,analcatdata_bankruptcy,50,6,0.12,0.1,0.6407465377437683,0.12,1.0,0.2754887502163468,0.440148459228928,igann,0.8818815987933635,0.8573717948717948,0.8566666666666666,0.86,0.0,84.96581791896448
81,analcatdata_bankruptcy,50,6,0.12,0.1,0.6407465377437683,0.12,1.0,0.2754887502163468,0.440148459228928,knn,0.845467032967033,0.7996794871794871,0.7949134199134199,0.8,0.0,0.013942398276983523
82,analcatdata_bankruptcy,50,6,0.12,0.1,0.6407465377437683,0.12,1.0,0.2754887502163468,0.440148459228928,logistic_regression,0.864877769289534,0.8381410256410255,0.8365384615384615,0.84,0.0,0.8544378070270314
83,analcatdata_bankruptcy,50,6,0.12,0.1,0.6407465377437683,0.12,1.0,0.2754887502163468,0.440148459228928,naive_bayes,0.8213661338661338,0.8189102564102564,0.8194212188777406,0.8200000000000001,24.0,0.05599893074409634
84,analcatdata_boxing2,132,3,0.0227272727272727,0.0227272727272727,0.8953277154616336,0.2954545454545454,0.9958560657511164,0.5565429297299935,0.7127218068808059,decision_tree,0.665668202764977,0.662405303030303,0.6531000409179674,0.6590909090909092,11.0,0.05218974048016118
85,analcatdata_boxing2,132,3,0.0227272727272727,0.0227272727272727,0.8953277154616336,0.2954545454545454,0.9958560657511164,0.5565429297299935,0.7127218068808059,ebm,0.7069221835075494,0.7014226342710997,0.6499995068503814,0.6515151515151515,31.0,1.6422678863300997
86,analcatdata_boxing2,132,3,0.0227272727272727,0.0227272727272727,0.8953277154616336,0.2954545454545454,0.9958560657511164,0.5565429297299935,0.7127218068808059,gosdt,0.7168650793650793,0.7241608056265985,0.680980618053673,0.6818181818181819,5.0,3.6906953629325416
87,analcatdata_boxing2,132,3,0.0227272727272727,0.0227272727272727,0.8953277154616336,0.2954545454545454,0.9958560657511164,0.5565429297299935,0.7127218068808059,igann,0.6393054367270747,0.6410485933503836,0.5965148378191856,0.5984848484848484,0.0,24.112459456219394
88,analcatdata_boxing2,132,3,0.0227272727272727,0.0227272727272727,0.8953277154616336,0.2954545454545454,0.9958560657511164,0.5565429297299935,0.7127218068808059,knn,0.6060606060606061,0.5900095907928389,0.5183910899299473,0.5227272727272727,0.0,0.0353237320395077
89,analcatdata_boxing2,132,3,0.0227272727272727,0.0227272727272727,0.8953277154616336,0.2954545454545454,0.9958560657511164,0.5565429297299935,0.7127218068808059,logistic_regression,0.646565934065934,0.6280051150895141,0.5569444444444444,0.5606060606060606,0.0,0.6077168922798306
90,analcatdata_boxing2,132,3,0.0227272727272727,0.0227272727272727,0.8953277154616336,0.2954545454545454,0.9958560657511164,0.5565429297299935,0.7127218068808059,naive_bayes,0.6686011403213122,0.655246962915601,0.5952476780185758,0.5984848484848484,12.0,0.05827604789359898
